"","group","data","n","Age"
"613"," normal blood","Abelson et al.",817,62.9
"614"," normal blood","Abelson et al.",817,63.7
"615"," normal blood","Abelson et al.",817,51.7
"616"," normal blood","Abelson et al.",817,71
"617"," normal blood","Abelson et al.",817,69.2
"618"," normal blood","Abelson et al.",817,59.3
"619"," normal blood","Abelson et al.",817,76
"620"," normal blood","Abelson et al.",817,66.4
"621"," normal blood","Abelson et al.",817,66.4
"622"," normal blood","Abelson et al.",817,61.1
"623"," normal blood","Abelson et al.",817,50.3
"624"," normal blood","Abelson et al.",817,72.6
"625"," normal blood","Abelson et al.",817,58.3
"626"," normal blood","Abelson et al.",817,56
"627"," normal blood","Abelson et al.",817,62.1
"628"," normal blood","Abelson et al.",817,65.9
"629"," normal blood","Abelson et al.",817,62.8
"630"," normal blood","Abelson et al.",817,73.8
"631"," normal blood","Abelson et al.",817,52.3
"632"," normal blood","Abelson et al.",817,79
"633"," normal blood","Abelson et al.",817,76.3
"634"," normal blood","Abelson et al.",817,78.8
"635"," normal blood","Abelson et al.",817,71.8
"636"," normal blood","Abelson et al.",817,58.3
"637"," normal blood","Abelson et al.",817,57.7
"638"," normal blood","Abelson et al.",817,59.6
"639"," normal blood","Abelson et al.",817,71.8
"640"," normal blood","Abelson et al.",817,78
"641"," normal blood","Abelson et al.",817,43.9
"642"," normal blood","Abelson et al.",817,73.1
"643"," normal blood","Abelson et al.",817,66.7
"644"," normal blood","Abelson et al.",817,61.8
"645"," normal blood","Abelson et al.",817,59
"646"," normal blood","Abelson et al.",817,65.8
"647"," normal blood","Abelson et al.",817,70.5
"648"," normal blood","Abelson et al.",817,60.5
"649"," normal blood","Abelson et al.",817,58.4
"650"," normal blood","Abelson et al.",817,66.1
"651"," normal blood","Abelson et al.",817,77.9
"652"," normal blood","Abelson et al.",817,71.4
"653"," normal blood","Abelson et al.",817,79.3
"654"," normal blood","Abelson et al.",817,66.2
"655"," normal blood","Abelson et al.",817,70.3
"656"," normal blood","Abelson et al.",817,76.4
"657"," normal blood","Abelson et al.",817,71.5
"658"," normal blood","Abelson et al.",817,69.6
"659"," normal blood","Abelson et al.",817,71.6
"660"," normal blood","Abelson et al.",817,71.6
"661"," normal blood","Abelson et al.",817,76.8
"662"," normal blood","Abelson et al.",817,55.7
"663"," normal blood","Abelson et al.",817,57.2
"664"," normal blood","Abelson et al.",817,77.2
"665"," normal blood","Abelson et al.",817,74.1
"666"," normal blood","Abelson et al.",817,59.3
"667"," normal blood","Abelson et al.",817,54.6
"668"," normal blood","Abelson et al.",817,82.5
"669"," normal blood","Abelson et al.",817,74.9
"670"," normal blood","Abelson et al.",817,79.3
"671"," normal blood","Abelson et al.",817,84.4
"672"," normal blood","Abelson et al.",817,79.7
"673"," normal blood","Abelson et al.",817,74.2
"674"," normal blood","Abelson et al.",817,66.4
"675"," normal blood","Abelson et al.",817,82.4
"676"," normal blood","Abelson et al.",817,72.2
"677"," normal blood","Abelson et al.",817,79.8
"678"," normal blood","Abelson et al.",817,83.3
"679"," normal blood","Abelson et al.",817,75.4
"680"," normal blood","Abelson et al.",817,80.5
"681"," normal blood","Abelson et al.",817,76.4
"682"," normal blood","Abelson et al.",817,88.1
"683"," normal blood","Abelson et al.",817,63
"684"," normal blood","Abelson et al.",817,84.8
"685"," normal blood","Abelson et al.",817,73.4
"686"," normal blood","Abelson et al.",817,82.4
"687"," normal blood","Abelson et al.",817,68
"688"," normal blood","Abelson et al.",817,83.2
"689"," normal blood","Abelson et al.",817,80.6
"690"," normal blood","Abelson et al.",817,76.2
"691"," normal blood","Abelson et al.",817,71.9
"692"," normal blood","Abelson et al.",817,72.8
"693"," normal blood","Abelson et al.",817,79.5
"694"," normal blood","Abelson et al.",817,74.6
"695"," normal blood","Abelson et al.",817,87
"696"," normal blood","Abelson et al.",817,73
"697"," normal blood","Abelson et al.",817,87.6
"698"," normal blood","Abelson et al.",817,78.2
"699"," normal blood","Abelson et al.",817,65.9
"700"," normal blood","Abelson et al.",817,66.2
"701"," normal blood","Abelson et al.",817,84.2
"702"," normal blood","Abelson et al.",817,69
"703"," normal blood","Abelson et al.",817,86.7
"704"," normal blood","Abelson et al.",817,76.6
"705"," normal blood","Abelson et al.",817,75.8
"706"," normal blood","Abelson et al.",817,80.3
"707"," normal blood","Abelson et al.",817,66.7
"708"," normal blood","Abelson et al.",817,74.6
"709"," normal blood","Abelson et al.",817,82
"710"," normal blood","Abelson et al.",817,79.9
"711"," normal blood","Abelson et al.",817,56.5
"712"," normal blood","Abelson et al.",817,68.2
"713"," normal blood","Abelson et al.",817,80.5
"714"," normal blood","Abelson et al.",817,85.9
"715"," normal blood","Abelson et al.",817,80.2
"716"," normal blood","Abelson et al.",817,77.9
"717"," normal blood","Abelson et al.",817,74.5
"718"," normal blood","Abelson et al.",817,81.5
"719"," normal blood","Abelson et al.",817,84.7
"720"," normal blood","Abelson et al.",817,87.3
"721"," normal blood","Abelson et al.",817,61.2
"722"," normal blood","Abelson et al.",817,79.6
"723"," normal blood","Abelson et al.",817,55.6
"724"," normal blood","Abelson et al.",817,61.4
"725"," normal blood","Abelson et al.",817,66.8
"726"," normal blood","Abelson et al.",817,72.9
"727"," normal blood","Abelson et al.",817,83.7
"728"," normal blood","Abelson et al.",817,66.9
"729"," normal blood","Abelson et al.",817,77.7
"730"," normal blood","Abelson et al.",817,81
"731"," normal blood","Abelson et al.",817,76.4
"732"," normal blood","Abelson et al.",817,72.9
"733"," normal blood","Abelson et al.",817,81.9
"734"," normal blood","Abelson et al.",817,85.5
"735"," normal blood","Abelson et al.",817,79.4
"736"," normal blood","Abelson et al.",817,86.1
"737"," normal blood","Abelson et al.",817,81.2
"738"," normal blood","Abelson et al.",817,76.7
"739"," normal blood","Abelson et al.",817,69.5
"740"," normal blood","Abelson et al.",817,71.2
"741"," normal blood","Abelson et al.",817,66.7
"742"," normal blood","Abelson et al.",817,68.6
"743"," normal blood","Abelson et al.",817,75.4
"744"," normal blood","Abelson et al.",817,80.4
"745"," normal blood","Abelson et al.",817,77.2
"746"," normal blood","Abelson et al.",817,82.4
"747"," normal blood","Abelson et al.",817,70.9
"748"," normal blood","Abelson et al.",817,78.3
"749"," normal blood","Abelson et al.",817,73.9
"750"," normal blood","Abelson et al.",817,80.5
"751"," normal blood","Abelson et al.",817,76.4
"752"," normal blood","Abelson et al.",817,84.1
"753"," normal blood","Abelson et al.",817,80
"754"," normal blood","Abelson et al.",817,67.4
"755"," normal blood","Abelson et al.",817,64.6
"756"," normal blood","Abelson et al.",817,85
"757"," normal blood","Abelson et al.",817,80.4
"758"," normal blood","Abelson et al.",817,68.4
"759"," normal blood","Abelson et al.",817,83.9
"760"," normal blood","Abelson et al.",817,81.2
"761"," normal blood","Abelson et al.",817,68.8
"762"," normal blood","Abelson et al.",817,81.9
"763"," normal blood","Abelson et al.",817,61.9
"764"," normal blood","Abelson et al.",817,84.1
"765"," normal blood","Abelson et al.",817,86.5
"766"," normal blood","Abelson et al.",817,66.5
"767"," normal blood","Abelson et al.",817,77.7
"768"," normal blood","Abelson et al.",817,61.5
"769"," normal blood","Abelson et al.",817,81
"770"," normal blood","Abelson et al.",817,74.4
"771"," normal blood","Abelson et al.",817,60.4
"772"," normal blood","Abelson et al.",817,84.7
"773"," normal blood","Abelson et al.",817,80.8
"774"," normal blood","Abelson et al.",817,87.3
"775"," normal blood","Abelson et al.",817,77.8
"776"," normal blood","Abelson et al.",817,81.1
"777"," normal blood","Abelson et al.",817,85.8
"778"," normal blood","Abelson et al.",817,74.9
"779"," normal blood","Abelson et al.",817,58.6
"780"," normal blood","Abelson et al.",817,63.8
"781"," normal blood","Abelson et al.",817,61.1
"782"," normal blood","Abelson et al.",817,80
"783"," normal blood","Abelson et al.",817,82.3
"784"," normal blood","Abelson et al.",817,85.9
"785"," normal blood","Abelson et al.",817,69.7
"786"," normal blood","Abelson et al.",817,77.4
"787"," normal blood","Abelson et al.",817,78.9
"788"," normal blood","Abelson et al.",817,64.6
"789"," normal blood","Abelson et al.",817,60.9
"790"," normal blood","Abelson et al.",817,70.2
"791"," normal blood","Abelson et al.",817,79.8
"792"," normal blood","Abelson et al.",817,65.8
"793"," normal blood","Abelson et al.",817,76.4
"794"," normal blood","Abelson et al.",817,61.3
"795"," normal blood","Abelson et al.",817,77.4
"796"," normal blood","Abelson et al.",817,60.5
"797"," normal blood","Abelson et al.",817,66
"798"," normal blood","Abelson et al.",817,75.2
"799"," normal blood","Abelson et al.",817,74.3
"800"," normal blood","Abelson et al.",817,75.8
"801"," normal blood","Abelson et al.",817,64.2
"802"," normal blood","Abelson et al.",817,76.1
"803"," normal blood","Abelson et al.",817,86.9
"804"," normal blood","Abelson et al.",817,70.5
"805"," normal blood","Abelson et al.",817,68.4
"806"," normal blood","Abelson et al.",817,64.6
"807"," normal blood","Abelson et al.",817,76.1
"808"," normal blood","Abelson et al.",817,89.9
"809"," normal blood","Abelson et al.",817,73.3
"810"," normal blood","Abelson et al.",817,67.6
"811"," normal blood","Abelson et al.",817,83.4
"812"," normal blood","Abelson et al.",817,82
"813"," normal blood","Abelson et al.",817,85.6
"814"," normal blood","Abelson et al.",817,72.2
"815"," normal blood","Abelson et al.",817,60.5
"816"," normal blood","Abelson et al.",817,78.6
"817"," normal blood","Abelson et al.",817,74.2
"818"," normal blood","Fabre et al.",1439,74.15
"819"," normal blood","Fabre et al.",1439,80.29
"820"," normal blood","Fabre et al.",1439,85.31
"821"," normal blood","Fabre et al.",1439,70.56
"822"," normal blood","Fabre et al.",1439,73.57
"823"," normal blood","Fabre et al.",1439,78.07
"824"," normal blood","Fabre et al.",1439,66.18
"825"," normal blood","Fabre et al.",1439,69.21
"826"," normal blood","Fabre et al.",1439,74.34
"827"," normal blood","Fabre et al.",1439,78.84
"828"," normal blood","Fabre et al.",1439,65.82
"829"," normal blood","Fabre et al.",1439,68.78
"830"," normal blood","Fabre et al.",1439,73.5
"831"," normal blood","Fabre et al.",1439,76.23
"832"," normal blood","Fabre et al.",1439,81.01
"833"," normal blood","Fabre et al.",1439,65.55
"834"," normal blood","Fabre et al.",1439,68.26
"835"," normal blood","Fabre et al.",1439,71.99
"836"," normal blood","Fabre et al.",1439,75.28
"837"," normal blood","Fabre et al.",1439,79.59
"838"," normal blood","Fabre et al.",1439,66.48
"839"," normal blood","Fabre et al.",1439,69.99
"840"," normal blood","Fabre et al.",1439,74.42
"841"," normal blood","Fabre et al.",1439,76.53
"842"," normal blood","Fabre et al.",1439,79.63
"843"," normal blood","Fabre et al.",1439,83.08
"844"," normal blood","Fabre et al.",1439,85.71
"845"," normal blood","Fabre et al.",1439,71.54
"846"," normal blood","Fabre et al.",1439,74.49
"847"," normal blood","Fabre et al.",1439,78.25
"848"," normal blood","Fabre et al.",1439,81.14
"849"," normal blood","Fabre et al.",1439,85.97
"850"," normal blood","Fabre et al.",1439,69.7
"851"," normal blood","Fabre et al.",1439,73.19
"852"," normal blood","Fabre et al.",1439,77.23
"853"," normal blood","Fabre et al.",1439,80.01
"854"," normal blood","Fabre et al.",1439,68.53
"855"," normal blood","Fabre et al.",1439,71.49
"856"," normal blood","Fabre et al.",1439,75.34
"857"," normal blood","Fabre et al.",1439,79.78
"858"," normal blood","Fabre et al.",1439,71.31
"859"," normal blood","Fabre et al.",1439,74.3
"860"," normal blood","Fabre et al.",1439,80.03
"861"," normal blood","Fabre et al.",1439,72.68
"862"," normal blood","Fabre et al.",1439,75.73
"863"," normal blood","Fabre et al.",1439,79.55
"864"," normal blood","Fabre et al.",1439,84.65
"865"," normal blood","Fabre et al.",1439,68.14
"866"," normal blood","Fabre et al.",1439,71.51
"867"," normal blood","Fabre et al.",1439,74.67
"868"," normal blood","Fabre et al.",1439,78.2
"869"," normal blood","Fabre et al.",1439,73.8
"870"," normal blood","Fabre et al.",1439,76.94
"871"," normal blood","Fabre et al.",1439,80.65
"872"," normal blood","Fabre et al.",1439,84.11
"873"," normal blood","Fabre et al.",1439,88.07
"874"," normal blood","Fabre et al.",1439,93.92
"875"," normal blood","Fabre et al.",1439,103.1
"876"," normal blood","Fabre et al.",1439,67.44
"877"," normal blood","Fabre et al.",1439,75.57
"878"," normal blood","Fabre et al.",1439,83.96
"879"," normal blood","Fabre et al.",1439,86.98
"880"," normal blood","Fabre et al.",1439,92.44
"881"," normal blood","Fabre et al.",1439,81.07
"882"," normal blood","Fabre et al.",1439,84.08
"883"," normal blood","Fabre et al.",1439,87.95
"884"," normal blood","Fabre et al.",1439,90.53
"885"," normal blood","Fabre et al.",1439,66.25
"886"," normal blood","Fabre et al.",1439,69.34
"887"," normal blood","Fabre et al.",1439,73.07
"888"," normal blood","Fabre et al.",1439,76.62
"889"," normal blood","Fabre et al.",1439,81.77
"890"," normal blood","Fabre et al.",1439,84.81
"891"," normal blood","Fabre et al.",1439,87.76
"892"," normal blood","Fabre et al.",1439,91.25
"893"," normal blood","Fabre et al.",1439,93.86
"894"," normal blood","Fabre et al.",1439,82.92
"895"," normal blood","Fabre et al.",1439,90.88
"896"," normal blood","Fabre et al.",1439,69.07
"897"," normal blood","Fabre et al.",1439,71.83
"898"," normal blood","Fabre et al.",1439,75.56
"899"," normal blood","Fabre et al.",1439,80.01
"900"," normal blood","Fabre et al.",1439,68.31
"901"," normal blood","Fabre et al.",1439,70.88
"902"," normal blood","Fabre et al.",1439,74.33
"903"," normal blood","Fabre et al.",1439,77.46
"904"," normal blood","Fabre et al.",1439,77.97
"905"," normal blood","Fabre et al.",1439,80.55
"906"," normal blood","Fabre et al.",1439,85.8
"907"," normal blood","Fabre et al.",1439,70.69
"908"," normal blood","Fabre et al.",1439,73.77
"909"," normal blood","Fabre et al.",1439,77.62
"910"," normal blood","Fabre et al.",1439,80.73
"911"," normal blood","Fabre et al.",1439,85.19
"912"," normal blood","Fabre et al.",1439,83.09
"913"," normal blood","Fabre et al.",1439,86
"914"," normal blood","Fabre et al.",1439,91
"915"," normal blood","Fabre et al.",1439,79.5
"916"," normal blood","Fabre et al.",1439,84.15
"917"," normal blood","Fabre et al.",1439,71.14
"918"," normal blood","Fabre et al.",1439,74.11
"919"," normal blood","Fabre et al.",1439,78.46
"920"," normal blood","Fabre et al.",1439,82.68
"921"," normal blood","Fabre et al.",1439,70.83
"922"," normal blood","Fabre et al.",1439,74.21
"923"," normal blood","Fabre et al.",1439,77.7
"924"," normal blood","Fabre et al.",1439,80.88
"925"," normal blood","Fabre et al.",1439,85.95
"926"," normal blood","Fabre et al.",1439,67.38
"927"," normal blood","Fabre et al.",1439,70.58
"928"," normal blood","Fabre et al.",1439,74.21
"929"," normal blood","Fabre et al.",1439,77.19
"930"," normal blood","Fabre et al.",1439,81.61
"931"," normal blood","Fabre et al.",1439,66.62
"932"," normal blood","Fabre et al.",1439,69.51
"933"," normal blood","Fabre et al.",1439,75.13
"934"," normal blood","Fabre et al.",1439,66.45
"935"," normal blood","Fabre et al.",1439,69.86
"936"," normal blood","Fabre et al.",1439,73.22
"937"," normal blood","Fabre et al.",1439,76.27
"938"," normal blood","Fabre et al.",1439,70.35
"939"," normal blood","Fabre et al.",1439,73.62
"940"," normal blood","Fabre et al.",1439,79.16
"941"," normal blood","Fabre et al.",1439,66.91
"942"," normal blood","Fabre et al.",1439,70.04
"943"," normal blood","Fabre et al.",1439,75.07
